abertura,url,título,categoria,conteúdo,tipo,data_publicação,tags,hierarquia,estado,subcategoria
0.0,https://www.in.gov.br/web/dou/-/edital-de-1-de-abril-de-2025-621505764,EDITAL DE 1º DE ABRIL DE 2025,concurso,"EDITAL DE 1º DE ABRIL DE 2025 HOMOLOGAÇÃO DO RESULTADO FINAL DO PROCESSO SELETIVO SIMPLIFICADO PARA CONTRATAÇÃO DE DOCENTES POR TEMPO DETERMINADO - Edital nº 2/2025 O Pró-Reitor de Desenvolvimento de Pessoas da Universidade Federal da Bahia (UFBA), no uso de suas atribuições, torna pública a homologação do resultado final do Processo Seletivo Simplificado para Contratação de Docentes por Tempo Det...",Edital,2025-04-02,[],"['Ministério da Educação', 'Universidade Federal da Bahia', 'Pró-Reitoria de Desenvolvimento de Pessoas']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extratos-de-termos-aditivos-621548099,EXTRATOS DE termos aditivos,concurso,"EXTRATOS DE termos aditivos Espécie: 1º Termo Aditivo ao Convênio - TC nº 043/2025, que celebram entre si o Comitê Paralímpico Brasileiro - CPB, CNPJ nº 00.700.114/0001-44 e a Confederação Brasileira de Taekwondo - CBTKD, CNPJ nº 31.601.552/0001-89; Objeto: 1º Aditivo e 1ª Realocação - DRAFT Parataekwondo 2025. Os recursos decorrentes do presente convênio são provenientes do CPB oriundo da lei nº ...",Edital,2025-04-02,[],"['Ineditoriais', 'Comitê Paralímpico Brasileiro']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-chamada-publica-n-1/2025-621234721,AVISO DE CHAMADA PÚBLICA Nº 1/2025,concurso,"AVISO DE CHAMADA PÚBLICA Nº 1/2025 Acha-se aberta na Secretaria Municipal de Finanças e Gestão, a Chamada Pública nº 001/2025 - Processo Administrativo n.º 58578/2024-23, cujo objeto é a aquisição parcelada de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural (suco de uva integral e doce de banana sem açúcar), destinado ao atendimento do Programa Nacional de Alimentação...",Edital,2025-04-01,[],"['Prefeituras', 'Estado de São Paulo', 'Prefeitura Municipal de Santos']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621585791,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 12/2025 O Município de Santa Rosa, RS, torna público, para o conhecimento de todos os interessados: Objeto: Aquisição de materiais de cursos para realização das oficinas de trabalhos manuais ofertadas aos usuários inseridos e acompanhados pelo Serviço de Proteção e Atendimento Integral à Família - PAIF, nas duas unidades de CRAS e inseridas no Serviço de Con...",Edital,2025-04-02,[],"['Prefeituras', 'Estado do Rio Grande do Sul', 'PREFEITURA MUNICIPAL DE SANTA ROSA']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621584894,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 2/2025 - SADS A SECRETARIA DE ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL, através da Comissão de Contratação da Prefeitura Municipal de Ibiapina, torna público que se encontra à disposição dos interessados o edital de PREGÃO ELETRÔNICO Nº 002/2025 - SADS, sessão pública marcada para o dia 15 de ABRIL de 2025, às 08:00hs cujo objeto é o Registro de Preços visando F...",Edital,2025-04-02,[],"['Prefeituras', 'Estado do Ceará', 'Prefeitura Municipal de Ibiapina']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621615099,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO CONCORRÊNCIA PÚBLICA Nº 1/2025 -SRP Município de Erval Grande - RS torna público o Edital de Concorrência pública SRP para: contratação futura de empresa especializada para construção de 3.000 metros quadrados de calçamento com pedras irregulares na comunidade pinhalzinho, incluindo o fornecimento de todos os materiais e mão de obra. Que será realizada no dia 15 de abril de 2025...",Edital,2025-04-02,[],"['Prefeituras', 'Estado do Rio Grande do Sul', 'Prefeitura Municipal de Erval Grande']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621325643,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO Concorrência Eletrônica Nº 306.01/2025 - CP Lei nº 14.133/2021 A Prefeitura Municipal de Itapiúna, torna público que no dia 15 de abril de 2025 às 09:00 horas, pelo endereço eletrônico: https://compras.gov.br/, estará realizando licitação na modalidade CONCORRÊNCIA ELETRÔNICA cujo objeto é a Reforma dos Vestiários do Estádio de Futebol no Município de Itapiúna/CE. Maiores inform...",Edital,2025-04-01,[],"['Prefeituras', 'Estado do Ceará', 'Prefeitura Municipal de Itapiúna']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-pregao-eletronico-n-9/2025-621228278,AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 9/2025,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 9/2025 A Prefeitura Municipal de Santana do Mundaú, comunica a abertura de Pregões Eletrônicos, conforme abaixo descrito: OBJETO: Confecção de fardamentos para a Secretaria Municipal de Educação (Pregão Eletrônico n.º 009/2025), dia 10/04/2025, às 14h00. OBJETO: Aquisição de materiais e equipamentos de informática (Pregão Eletrônico n.º 010/2025), dia 11/04/...",Edital,2025-04-01,[],"['Prefeituras', 'Estado de Alagoas', 'Prefeitura Municipal de Santana do Mundaú']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-621231700,EDITAL,concurso,"EDITAL RETIFICAÇÃO DO EDITAL Nº 65/2025 O Reitor da Universidade Federal do Estado do Rio de Janeiro ‒ UNIRIO, no uso de suas atribuições legais, torna pública a retificação, em parte, do Edital nº 65, de 17 de março de 2025, que trata de convocação de candidato no âmbito de processo seletivo simplificado para o cargo de professor substituto, publicado no Diário Oficial da União edição 52, seção 3...",Edital,2025-04-01,[],"['Ministério da Educação', 'Universidade Federal do Estado do Rio de Janeiro']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-notificacao-n-8/2025-supes-ro-621322186,Edital de Notificação nº 8/2025 - Supes-RO,concurso,"Edital de Notificação nº 8/2025 - Supes-RO Processo nº 02502.000116/2025-80 O Superintendente do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis no Estado de Rondônia - IBAMA/RO, no uso de suas atribuições legais, vem pelo presente Edital, NOTIFICA o(s) interessado(s) abaixo relacionado(s), por se encontrar(em) em lugar incerto e não sabido; e tendo em vista que restou imp...",Edital,2025-04-01,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', 'Superintendência em Rondônia']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/resultado-de-julgamento-621335615,RESULTADO DE julgamento,concurso,"RESULTADO DE julgamento CONCORRÊNCIA DE Nº 1/2025 A PREFEITURA MUNICIPAL DE RONDOLÂNDIA-MT, através da Comissão de Contratação nomeada através do Decreto nº 329/GAB/PMR de 07 de Janeiro de 2025, TORNA PÚBLICO para o conhecimento dos interessados que no dia e hora designados para a sessão pública de recebimento dos envelopes contendo documentos para Habilitação e Proposta de Preço referente ao proc...",Edital,2025-04-01,[],"['Prefeituras', 'Estado de Mato Grosso', 'PREFEITURA MUNICIPAL DE RONDOLÂNDIA']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-13-de-31-de-marco-de-2025-621290562,"EDITAL Nº 13, DE 31 DE MARÇO DE 2025",concurso,"EDITAL Nº 13, DE 31 DE MARÇO DE 2025 HOMOLOGAÇÃO DO RESULTADO FINAL DO PROCESSO SELETIVO SIMPLIFICADO - EDITAL Nº 36/2024-PROGEP/UFAL O Pró-Reitor de GESTÃO DE PESSOAS E DO TRABALHO da Universidade Federal de Alagoas, no uso de suas atribuições legais e estatutárias, e considerando o disposto no item 9.1 do Edital nº 1 de 05 de janeiro de 2024 publicado no D.O.U. de 09/01/2024, seção 3, p. 55-77 e...",Edital,2025-04-01,[],"['Ministério da Educação', 'Universidade Federal de Alagoas', 'Pró-Reitoria de Gestão de Pessoas e do Trabalho']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621196506,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 2/2025 Torna público que fará realizar através do Pregoeiro Oficial e Equipe de Apoio, sediada na Rua Cônego Firmino Cavalcante, SN - Centro - Alagoa Grande - PB, por meio do site www.portaldecompraspublicas.com.br, licitação modalidade Pregão Eletrônico, do tipo menor preço, visando formar Sistema de Registro de Preços objetivando contratações futuras, para...",Edital,2025-04-01,[],"['Prefeituras', 'Estado da Paraíba', 'Prefeitura Municipal de Alagoa Grande']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621294211,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 12/2025 O Município de Caraúbas do Piauí (PI), torna público que no dia 15/04/2025, às 09h00min, realizará a licitação com o OBJETO: Registro de Preços Pelo Prazo de 12(Doze) Meses, Para a Eventual e Futura Contratação de Empresa Especializada Para Aquisição de Água Mineral e Gás GLP, Para Atender as Necessidades as Secretarias do Município de Caraúbas do Pi...",Edital,2025-04-01,[],"['Prefeituras', 'Estado do Piauí', 'PREFEITURA MUNICIPAL DE CARAÚBAS DO PIAUÍ']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-dpu-santarem/dad-santarem-n-5-de-28-de-marco-de-2025-621300325,"EDITAL - DPU-SANTAREM/DAD SANTARÉM - Nº 5, DE 28 DE MARÇO DE 2025",concurso,"EDITAL - DPU-SANTAREM/DAD SANTARÉM - Nº 5, DE 28 DE MARÇO DE 2025 Edital de Resposta Aos Recursos e Alteração do Cronograma da Seleção de Residentes Em Direito Para Atuação Na Defensoria Pública da União Em Santarém/PA O Defensor Público Federal-Chefe da Defensoria Pública da União em Santarém/PA, no uso de suas atribuições legais, delineadas na Lei Complementar n. 80, de 12 de janeiro de 1994, e ...",Edital,2025-04-01,[],"['Defensoria Pública da União', 'Defensoria Pública da União em Santarém-PA']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extrato-do-contrato-n-27/2025-634393623,EXTRATO DO CONTRATO Nº 27/2025,concurso,"EXTRATO DO CONTRATO Nº 27/2025 CONTRATO Nº 027/2025 Espécie: Concorrência Eletrônica; Contratante: Prefeitura Municipal de São Benedito do Sul. Contratada: JV Toledo Veloso, CNPJ: 44.700.107/0001-18; OBJETO: Contratação de Empresa de Engenharia Para a Reforma do Prédio do Grêmio Musical no Município de São Benedito do Sul/PE. Valor: R$ 32.551,00 (trinta e dois mil, quinhentos e cinquenta e um reai...",Edital,2025-06-06,[],"['Prefeituras', 'Estado de Pernambuco', 'Prefeitura municipal de São Benedito do Sul']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-4-de-junho-de-2025-634461563,EDITAL DE 4 DE JUNHO DE 2025,concurso,"EDITAL DE 4 DE JUNHO DE 2025 Processo nº 23034.002190/2025-74 CONVOCAÇÃO DOS CANDIDATOS APROVADOS NO PROCESSO SELETIVO SIMPLIFICADO PARA A CONTRATAÇÃO, POR TEMPO DETERMINADO, EM CARGO DE ANALISTA DE PRESTAÇÃO DE CONTAS NO ÂMBITO DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE A PRESIDENTE DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO, tendo em vista o disposto no art. 37, inciso II, da ...",Edital,2025-06-06,[],"['Ministério da Educação', 'Fundo Nacional de Desenvolvimento da Educação']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-4-de-junho-de-2025-634454808,EDITAL DE 4 DE JUNHO DE 2025,concurso,"EDITAL DE 4 DE JUNHO DE 2025 convocação de candidato - concurso público nº 1/2020 O Conselho Regional de Fisioterapia e Terapia Ocupacional da 4 a Região (CREFITO-4 MG), considerando o Edital de Abertura do Concurso Público n o 01/2020; considerando as disposições legais e regulamentares em vigor; considerando a renúncia expressa da décima quinta colocada para o cargo de Almoxarife; convoca o cand...",Edital,2025-06-06,[],"['Entidades de Fiscalização do Exercício das Profissões Liberais', 'CONSELHO REGIONAL DE FISIOTERAPIA E TERAPIA OCUPACIONAL DA 4ª REGIÃO']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-634389403,Aviso de Licitação,concurso,"Aviso de Licitação Pregão Eletrônico nº 56/2025 Processo Licitatório 088/2025 Extrato de Edital de Pregão Eletrônico 056/2025 - MULTIENTIDADE - RP Código registro TCE: 0572A5E1605D37E672B52EE04018A63049492F5A O Município de Porto União, Estado de Santa Catarina, através do Prefeito Municipal, no uso de suas atribuições, torna público que fará realizar licitação na modalidade PREGÃO ELETRÔNICO, cuj...",Edital,2025-06-06,[],"['Prefeituras', 'Estado de Santa Catarina', 'Prefeitura Municipal de Porto União']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-7/2025-621212922,Edital Nº 7/2025,concurso,"Edital Nº 7/2025 EDITAL DE NOTIFICAÇÃO A SUPERINTENDENTE DO PATRIMÔNIO DA UNIÃO NO ESTADO DE ALAGOAS, no uso de suas atribuições legais, considerando que foram esgotadas todas as tentativas de notificação pessoal, TORNA PÚBLICO, para conhecimento do interessado(a) LENISE LISBOA AZOUBEL ( herdeiro do Espólio de JOAQUIM LISBOA SOBRINHO), CPF Nº ***.121.678-*** ,que, por meio da presente publicação, ...",Edital,2025-04-01,[],"['Ministério da Gestão e da Inovação em Serviços Públicos', 'Secretaria do Patrimônio da União', 'Superintendência em Alagoas']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extratos-de-contratos-634508886,EXTRATOs DE CONTRATOs,concurso,"EXTRATOs DE CONTRATOs Concorrência Presencial nº 01/2025 - PARTES: Prefeitura Municipal de São José da Safira e Construtora Hertz EIRELLI EPP - CNPJ: 20.918.844/0001-23, referente ao Processo Licitatório nº 15/2025, modalidade Concorrência Presencial nº 01/2025. Objeto: Contratação de empresa para construção de uma Creche Proinfância Tipo 2, em acordo com o Convênio nº 48928/2015 firmado entre o M...",Edital,2025-06-06,[],"['Prefeituras', 'Estado de Minas Gerais', 'Prefeitura Municipal de São José da Safira']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-pregao-eletronico-n-90045/2025-982095-634510274,AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 90045/2025 - 982095,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 90045/2025 - 982095 Torna público que fará realizar através da Pregoeira Oficial e Equipe de Apoio, sediada na Rua Alcindo Bezerra de Menezes, 13 - Centro - Monteiro - PB, por meio do site www.comprasgovernamentais.gov.br, licitação modalidade Pregão Eletrônico, do tipo menor preço, visando formar Sistema de Registro de Preços objetivando contratações futura...",Edital,2025-06-06,[],"['Prefeituras', 'Estado da Paraíba', 'Prefeitura Municipal de Monteiro']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-31-de-4-de-junho-de-2025-634501695,"EDITAL Nº 31, DE 4 DE JUNHO DE 2025",concurso,"EDITAL Nº 31, DE 4 DE JUNHO DE 2025 A Diretora-Geral do Câmpus Anápolis do Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFG), no uso de suas atribuições legais e regimentais, conferidas pela Portaria nº 1.689, publicada na edição do Diário Oficial da União do dia 29 de outubro de 2021, torna público e homologa o RESULTADO FINAL do Processo Seletivo Simplificado regido pelo Edital ...",Edital,2025-06-06,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia de Goiás', 'Campus da Cidade de Anápolis']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621175002,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 19/2025 PROCESSO N.º 076/2025 Objeto: CONTRATAÇÃO DE AGÊNCIA DE VIAGENS ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE RESERVA, EMISSÃO, MARCAÇÃO, REMARCAÇÃO, CANCELAMENTO E REEMBOLSO DE PASSAGENS AÉREAS NACIONAIS E INTERNACIONAIS. Valor Máximo: R$ 440.000,00. A Sessão acontecerá através do site: www.bnc.org.br. Recebimento das propostas até: 15/04/2025 às 07h. I...",Edital,2025-04-01,[],"['Prefeituras', 'Estado de Pernambuco', 'Prefeitura Municipal de Buíque']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-621256065,AVISO DE licitação,concurso,"AVISO DE licitação PREGÃO ELETRÔNICO Nº 16/2025 ÓRGÃO- Prefeitura Municipal de Holambra - MODALIDADE - Pregão Eletrônico, tipo menor preço unitário - Objeto - Registro de Preços Para A Aquisição 2 (Dois) Veiculos Automotores, Tipo Pick-Up Ou Similar, Zero Quilômetro, de Acordo Com As Especificações Técnicas e Normas Contidas No Termo de Referência, Destinados Ao Setor Municipal de Trânsito e Defes...",Edital,2025-04-01,[],"['Prefeituras', 'Estado de São Paulo', 'PREFEITURA MUNICIPAL DE HOLAMBRA']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-2025.03.28.01-621265187,EXTRATO DE CONTRATo N° 2025.03.28.01,concurso,"EXTRATO DE CONTRATo N° 2025.03.28.01 CONCORRÊNCIA ELETRÔNICA N° 001/2025 Secretaria Municipal de Saúde. OBJETO: Contratação de Empresa para a Construção de 01 (Uma) Unidade Básica de Saúde Porte I, através do Novo Pac Saúde, Proposta N° 02417.4660001/24-001, na Localidade de Barriguda do Município de Aratuba/CE. Contratada: Curitiba Construções Transportes e Serviços Ltda - CNPJ N º 27.299.368/000...",Edital,2025-04-01,[],"['Prefeituras', 'Estado do Ceará', 'Prefeitura Municipal de Aratuba']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extrato-de-termo-aditivo-621307400,EXTRATO DE TERMO ADITIVO,concurso,"EXTRATO DE TERMO ADITIVO Espécie: 1° Termo Aditivo de Valor do Contrato n° 051/2024 - Pregão Eletrônico n° 002/2024. Partes: Secretaria Municipal de Educação/UNIVERSIDADE PATATIVA DO ASSARÉ. Finalidade: Alteração da Cláusula I do Contrato. Será aditado o valor em razão de acréscimo no quantitativo, com limite previsto na lei, conforme Artigos 124 inciso I alínea ""b"" e Artigo 125, da lei de licitaç...",Edital,2025-04-01,[],"['Prefeituras', 'Estado do Pará', 'Prefeitura Municipal de Santarém', 'SECRETARIA MUNICIPAL DE EDUCAÇÃO']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-10-de-27-de-marco-de-2025-621309254,"EDITAL Nº 10, DE 27 DE MARÇO DE 2025",concurso,"EDITAL Nº 10, DE 27 DE MARÇO DE 2025 HOMOLOGAÇÃO DO RESULTADO FINAL do Processo Seletivo Simplificado- Edital nº 6/2025 O Diretor-Geral do CAMPUS CAXIAS DO SUL DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL, no uso de suas atribuições legais e de acordo com o disposto na Lei Nº 8.745/93, torna pública a homologação do resultado do Processo Seletivo Simplificado para Co...",Edital,2025-04-01,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul', 'Campus Caxias do Sul']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-8/2025-621311642,Edital Nº 8/2025,concurso,"Edital Nº 8/2025 EDITAL DE NOTIFICAÇÃO A SUPERINTENDENTE DO PATRIMÔNIO DA UNIÃO NO ESTADO DE ALAGOAS, no uso de suas atribuições legais, considerando que foram esgotadas todas as tentativas de notificação pessoal, TORNA PÚBLICO, para conhecimento do interessado(a) ROSY CASADO LISBOA ACCIOLY ( herdeiro do Espólio de JOAQUIM LISBOA SOBRINHO), CPF Nº ***789.314-*** ,que, por meio da presente publicaç...",Edital,2025-04-01,[],"['Ministério da Gestão e da Inovação em Serviços Públicos', 'Secretaria do Patrimônio da União', 'Superintendência em Alagoas']",não avaliado,
